CharacterName,Class,Lev,StageIdx,PositionX,PositionY
player664,3,2,100004010,19385,11954.9
player665,3,1,100004010,4841,17174
player666,2,38,10021,18106.8,60.8225
player667,3,20,900000002,-4213.61,1821.14
player668,2,1,100004010,8274.46,17597.7
player669,2,2,100004020,6731.84,-1663.63
player670,1,3,100002010,-12502.7,-12859.1
player671,1,3,100002010,-12540.9,-12861.4
player672,2,44,101003030,-24539.5,-18230.3
player673,2,1,100004010,4841,17174
player674,2,35,900000002,-124.178,-1778.13
player675,2,1,100004010,4841,17174
player676,3,1,100004010,4841,17174
player677,2,30,101001010,1039.74,-3279.37
player678,2,34,900000002,-124.178,-1778.13
player679,3,8,101003010,10215.7,17434.1
player680,2,5,100002020,-1474.84,2926.64
player681,2,43,103003020,-15558,-1294.82
player682,3,2,100004020,608.867,-1093.27
player683,4,5,100002020,-2325.64,-9827.23
player684,1,4,100002010,3853.63,-1876.35
player685,3,1,100004010,1712.88,16947.8
player686,2,59,101001010,2048.58,-314.174
player687,3,54,201100010,18053.5,-7431.05
player688,2,33,900000002,-56.2368,-1486.87
player689,3,2,100004020,-1152.76,463.782
player690,2,35,102004040,510,-6660
player691,3,33,102003010,-12232,-6413
player692,2,42,101001010,287.451,-1254.97
player693,2,43,101003030,-15699.4,-11612.9
player694,2,30,101003030,-14454.5,-13517.2
player695,1,25,101003030,1669.38,-26778.8
player696,1,51,102004070,16045.4,28585.7
player697,1,1,100004010,8918.53,18302.4
player698,3,15,101003010,-2540.73,-8791.79
player699,2,33,102004010,-8541.08,8327.8
player700,2,2,100004020,6531.38,-1112.62
player701,1,12,101003010,-17060,-10240
player702,2,2,100004020,6888.51,-1334.08
player703,1,36,900000002,-124.178,-1778.13
player704,2,28,900000002,-124.178,-1778.13
player705,2,4,100002010,7781.44,11034.6
player706,3,27,900000002,4006.02,-581.397
player707,3,20,900000002,-124.178,-1778.13
player708,5,31,10012,47.3086,-19898.7
player709,3,32,101003030,-25341.6,-23886
player710,2,18,101005040,3561.9,2633.81
player711,4,1,100004010,16983.1,12137.7
player712,3,6,101003010,-17434.7,20515.2
player713,2,1,100004010,8918.53,18302.4
player714,2,5,100002020,-1090.18,-9878.81
player715,3,46,102004050,-767.655,-6705.56
player716,2,35,900000002,2596.13,-1581.29
player717,3,18,101001010,-6125.58,-884.179
player718,1,38,900000002,-124.178,-1778.13
player719,2,48,101001010,150,-1280
player720,2,1,100004010,4841,17174
player721,2,35,900000002,51.0358,-2590.18
player722,3,32,900000002,-8.10698,-2060
player723,1,21,101001010,2101.35,-5032.25
player724,1,4,100002020,-3777.53,-9504.09
player725,3,39,101001010,943.898,-1244.41
player726,3,4,100002010,2886.53,-3751.22
player727,3,4,100002010,4473.71,-2639
player728,1,36,900000002,4129.31,986.515
player729,5,1,100004010,1833.05,17524.4
player730,2,4,100002020,-944.037,-10527.7
player731,1,2,100004020,-1677.4,211.625
player732,3,25,101003030,-6448.97,-28826
player733,2,41,900000002,-124.178,-1778.13
player734,1,35,102004070,-2010,13270
player735,1,4,100002010,9164.15,-9106.67
player736,5,4,100002012,-152.489,-675.052
player737,1,9,101003010,-3785.62,17249.7
player738,3,33,100002012,-2439.01,977.307
player739,2,29,101001010,150,-1280
player740,2,20,900000002,-124.178,-1778.13
player741,3,9,101003010,-7657.53,20511.8
player742,3,4,100002012,2280,3412
player743,1,20,101001010,1705.77,-887.166
player744,2,10,101003010,-9155.69,4696.87
player745,2,4,100002012,-84.9014,-1911.56
player746,1,36,102004070,4136.61,6333.08
player747,5,1,100004010,4841,17174
player748,4,2,100004020,4896.59,2465.65
player749,4,41,103003010,19330.9,-2914.26
player750,1,5,100002020,-1706.35,-4669.74
player751,1,1,900000002,59.9994,-5840
player752,2,31,101004040,-15201.2,-2088.55
player753,1,23,101004010,-12037,1310.08
player754,3,59,103003020,12103,-7201.55
player755,3,26,101003030,6890.09,-27808.9
player756,1,13,101003010,-17060,-10240
player757,3,8,101003010,-559.784,21009.7
player758,1,2,100004020,7140.33,586.064
player759,1,45,103003020,-11782.6,3524
player760,3,48,103003020,-4508.33,-101.136
player761,2,45,103003010,-15007.6,12471.8
player762,5,1,100004010,2110.4,17415.9
player763,1,140,100004010,2322.11,17177
player764,3,140,101001010,1031.22,8.99505
player765,5,1,100004010,1768.91,17495.3
player766,1,1,100004010,8918.53,18302.4
player767,3,10,101003010,5655.1,4934.03
player768,1,42,103003020,16262.4,11174.8
player769,2,1,100004010,4841,17174
player770,1,2,100004010,19419.6,11926.4
player771,1,30,101003010,-8334.87,17995.2
player772,4,1,100004010,17240,13190
player773,4,3,100002010,6493.3,-10497.6
player774,2,2,100004020,6738.61,-1697.88
player775,1,1,100004010,2478.44,17054.1
player776,2,1,100004010,5713.21,17706
player777,2,4,100002010,2231.14,950.718
player778,4,1,100004010,8918.53,18302.4
player779,3,4,100002012,3150,-3550
player780,3,15,101003010,-2546,-8627
player781,3,3,100002010,-12570.8,-12887.4
player782,1,11,101003010,-17514.6,-4584.46
player783,3,3,100002010,-12565.3,-12856.8
player784,2,4,100002012,-152.489,-675.052
player785,1,23,101004010,8731.67,5340.46
player786,2,1,100004010,8918.53,18302.4
player787,2,35,101001010,-1550,-4110
player788,3,15,101005010,193.092,4769.95
player789,2,4,100002012,3150,-3550
player790,3,29,900000002,443.465,-5364.41
player791,3,4,100002020,-3792.78,-9596.78
player792,2,2,100004020,6309.94,2039.71
player793,2,4,100002012,3150,-3550
player794,1,8,101003010,-4100.97,20085.6
player795,1,99,100002010,5977.98,-9996.5
player796,1,18,101005040,2134.84,3201.35
player797,2,19,101001010,-4919.64,-3042.09
player798,3,1,100004010,4841,17174
player799,3,1,100004010,4841,17174
player800,3,99,103003020,-574.115,6772.01
player801,3,15,101003010,543.344,-16554.5
player802,5,10,101005020,-441.957,1381.66
player803,3,1,100004010,1538,17734
player804,1,1,101001010,1683.73,969.302
player805,3,47,101001010,1863.18,-574.776
player806,3,45,103003010,15335.3,-7995.93
player807,1,12,101003010,292.977,-3239.86
player808,1,30,900000002,-283.8,76.902
player809,2,36,102004010,-13303.2,231.317
player810,1,42,102004010,-5003.29,8116.3
player811,3,49,103003010,16701,3284.23
player812,3,4,100002010,10458.9,-6460.49
player813,3,18,101005040,4030,-7080
player814,3,39,102004070,23560.1,17878.7
player815,2,25,101003030,9796.71,-42033.2
player816,3,4,100002010,3687.26,-1755.97
player817,3,40,102004040,-650.413,-17696.2
player818,3,26,101003030,2386.23,-30959.8
player819,2,37,102003010,-17340.2,-30885.3
player820,3,46,101003010,18468.5,4315.05
player821,5,33,102004010,-17380,85
player822,2,40,102004070,12381.9,29817
player823,1,29,101004030,-16220,9000
player824,3,40,101003030,-1096.44,-28296.5
player825,2,42,10011,542.212,18947.9
player826,1,42,103003020,-13309.2,3102.17
player827,2,45,101003030,2272.49,-28272.8
player828,1,3,100002010,-12540.9,-12847.1
player829,2,21,101003030,-21099.9,-20045.2
player830,2,2,101003020,-3423.49,3805
player831,1,1,100004010,13127.4,16635.4
player832,5,120,104004100,7903.78,-13799.7
player833,2,99,101003010,13302.5,-4542.71
player834,1,1,100004010,2059.59,17394.7
player835,3,3,100002010,2127.56,-1483.94
player836,5,1,100004010,3404.57,16784.1
player837,2,40,101003030,-21859.2,-16864.4
player838,2,38,102004050,-906.721,-1015.3
player839,3,42,103003020,-9629.57,8003.2
player840,1,1,100004010,3752.06,16738.7
player841,5,120,102004040,6422.6,-13405.9
player842,2,1,100004010,4841,17174
player843,1,4,100002010,7704.29,6939.44
player844,1,120,10031,75,-18615
player845,2,120,101001010,-1635.83,1233.78
player846,3,120,101001010,-1596.35,1068.53
player847,3,24,101004020,-8849.59,913.071
player848,1,3,100002010,-7168.02,-11951.3
player849,1,25,101004020,-4660.82,5461.35
player850,3,2,100004020,-280,50
player851,1,100,103003020,-10009.4,1037.93
player852,1,48,10021,4560.6,342.111
player853,3,23,101001010,16.9409,-1414.99
player854,3,24,101004010,6512.23,6429.19
player855,3,46,101004040,1030.03,9901.43
player856,4,10,100004010,-1360.4,16375.5
player857,1,33,102004010,-16735.4,341.061
player858,4,120,105001010,-667.782,1344.16
player859,2,4,100002012,3780.52,-3295.54
player860,1,40,900000002,125.072,2564.39
player861,3,9,101003010,-3778.95,17255.4
player862,1,33,102003010,-12426.4,-6265.75
player863,2,120,105002010,5417.11,10535.5
player864,1,1,100004010,4841,17174
player865,1,3,100002010,-12490,-11780
player866,2,8,101003010,-316.057,21074
player867,3,1,900000000,-2540.08,-20310.7
player868,1,18,101005040,1832.28,3046.24
player869,1,31,10011,183.371,13277.7
player870,3,18,101003010,-4676,-16717
player871,1,1,100002010,-13102.5,-10538.1
player872,4,1,101003030,-16190.9,-11395.3
player873,2,40,900000002,-203.113,-3030.03
player874,1,100,102003010,-16565,-18035
player875,3,12,101003010,-15758,-11618.8
player876,3,40,100004020,4497.12,-4810.25
player877,3,5,100002020,-473.399,3467.07
player878,2,1,100004010,8918.53,18302.4
player879,2,3,100002010,4316,-3954
player880,3,2,100004020,-796.67,-854.888
player881,4,50,101004030,7611.23,6352.81
player882,4,3,100002010,-13168.5,-12726.4
player883,3,7,101003010,-2867.31,19831.6
player884,1,2,100004020,818.511,-75.5957
player885,2,14,101003010,17803.8,-22898.6
player886,2,2,100004020,6617.56,-996.654
player887,1,3,100002010,-12479.8,-11360.6
player888,3,14,101003010,1530.95,-6720.04
player889,3,8,101003010,10262.5,18183.4
player890,2,3,100002010,1047.37,-1760.53
player891,1,12,101003010,-17060,-10240
player892,3,5,100002020,-1476.71,2931.64
player893,2,4,100002020,-134.57,-11004.3
player894,1,25,101004020,-17436.8,10189.4
player895,1,2,100004020,-260,50
player896,1,16,101003010,21571.5,8081.94
player897,1,19,101005040,3640.96,6919.18
player898,3,13,101003010,-6487.02,-18193
player899,2,5,100002020,-1686.58,-7349.39
player900,4,16,101005020,-3513.15,-98.2839
player901,3,1,100004010,8918.53,18302.4
player902,1,15,101003010,25482.5,-30762.1
player903,2,1,100004010,4841,17174
player904,3,9,101003010,-318.895,21090.4
player905,2,3,100002010,-7406.4,-11946
player906,3,1,100004010,2151.34,17275.3
player907,1,26,10011,150.386,19379.2
player908,2,1,100004010,4841,17174
player909,2,1,100004010,12406.8,16580.6
player910,3,20,101001010,2097.31,-4561.47
player911,3,1,100004010,17240,13190
player912,3,9,101003010,-3775.35,17123.8
player913,3,4,100002012,2280,3412
player914,2,2,100004020,-1344.59,-303.408
player915,2,1,100004010,4836.21,17069.4
player916,2,1,101001010,1028.26,-42.7142
player917,1,1,900000000,-2540.08,-20310.7
player918,1,28,101003010,-508.122,43.0255
player919,4,120,105002010,16986.5,4717.16
player920,3,1,100004010,14820,15759
player921,4,4,100002010,4065.57,-2712.31
player922,3,3,100002010,-12471.6,-12841.3
player923,4,100,103003030,1162.58,3207.11
player924,3,5,100002020,-73.1342,4153.41
player925,2,100,103003040,-1989.02,2952.86
player926,4,8,101003010,11791.6,17266.1
player927,1,3,100002010,4316,-3954
player928,4,6,100002020,4507.08,10830.6
player929,1,1,100004010,8918.53,18302.4
player930,4,5,100002020,-440.596,4176.69
player931,3,40,101003010,-7063.05,3294.45
player932,1,1,100004010,12352.2,16510.8
player933,1,1,100004010,12352.2,16510.8
player934,1,1,100004010,8918.53,18302.4
player935,4,1,100004010,12352.2,16510.8
player936,1,30,101001010,1519.29,-755.46
player937,2,30,101001010,1552.65,-677.004
player938,3,30,101001010,1567.2,-657.327
player939,1,30,900000002,3009.53,3376.26
player940,2,30,101001010,1281.87,-594.965
player941,3,30,101001010,1482.86,-615.776
player942,1,30,101001010,1519.29,-755.46
player943,1,30,101001010,1519.29,-755.46
player944,1,30,101001010,1519.29,-755.46
player945,1,30,101001010,1519.29,-755.46
player946,1,30,101003010,9939.67,-5302.67
player947,1,30,101001010,1519.29,-755.46
player948,1,30,900000002,-124.178,-1778.13
player949,1,30,101001010,1519.29,-755.46
player950,1,30,900000002,22.8618,3616.02
player951,1,30,101001010,1519.29,-755.46
player952,1,30,101001010,1519.29,-755.46
player953,1,30,101001010,1519.29,-755.46
player954,1,30,101001010,1519.29,-755.46
player955,1,30,101001010,1519.29,-755.46
player956,1,30,101001010,1519.29,-755.46
player957,1,30,101001010,1519.29,-755.46
player958,1,30,101001010,1519.29,-755.46
player959,1,30,101001010,1519.29,-755.46
player960,1,30,101001010,1519.29,-755.46
player961,1,30,101001010,1519.29,-755.46
player962,1,30,900000002,-768.779,1603.94
player963,1,30,101001010,1519.29,-755.46
player964,1,30,101001010,1519.29,-755.46
player965,1,30,900000002,-231.774,-3527.86
player966,1,30,900000002,3031.33,1691.4
player967,1,30,101001010,1519.29,-755.46
player968,1,30,101001010,1519.29,-755.46
player969,1,30,101001010,1519.29,-755.46
player970,1,30,101001010,1519.29,-755.46
player971,1,30,101001010,1410.79,-906.119
player972,1,30,101001010,1519.29,-755.46
player973,1,30,101001010,1519.29,-755.46
player974,1,30,900000002,-802.279,4938
player975,1,30,900000002,1135.62,-1897.66
player976,1,30,101001010,1519.29,-755.46
player977,1,30,101001010,1519.29,-755.46
player978,1,30,900000002,-124.178,-1778.13
player979,1,30,900000002,854.574,2582.28
player980,1,30,900000002,351.872,1144.65
player981,1,30,101001010,1519.29,-755.46
player982,1,30,900000002,4255.08,-308.486
player983,1,30,101001010,548.229,-1562.96
player984,1,30,900000002,3160.76,2236.96
player985,1,30,101001010,1519.29,-755.46
player986,1,30,900000002,-124.178,-1778.13
player987,1,31,101001010,1705.77,-887.166
player988,1,30,101001010,1519.29,-755.46
player989,1,30,101001010,1519.29,-755.46
player990,1,30,101001010,1519.29,-755.46
player991,1,30,900000002,-3363.25,1370.58
player992,1,30,101001010,1519.29,-755.46
player993,1,30,900000002,3113.12,1883.88
player994,1,30,101001010,1519.29,-755.46
player995,1,30,101001010,-347.79,1147.39
player996,1,30,101001010,-2359.06,2192.23
player997,1,30,101001010,1519.29,-755.46
player998,1,30,101001010,1519.29,-755.46
player999,1,30,101001010,1519.29,-755.46
player1000,1,30,900000002,23.8312,2222.83
player1001,1,30,101001010,1519.29,-755.46
player1002,1,30,900000002,1146.86,1419.41
player1003,1,30,101001010,1519.29,-755.46
player1004,1,30,101001010,1519.29,-755.46
player1005,1,30,101001010,1519.29,-755.46
player1006,1,30,101001010,1519.29,-755.46
player1007,1,30,101001010,1519.29,-755.46
player1008,1,30,900000002,-1910.32,1605.03
player1009,1,30,101001010,1519.29,-755.46
player1010,1,30,101001010,1519.29,-755.46
player1011,1,30,900000002,-1306.18,1585.84
player1012,1,30,900000002,-124.178,-1778.13
player1013,1,30,101001010,1519.29,-755.46
player1014,1,30,101001010,1519.29,-755.46
player1015,1,30,101001010,1519.29,-755.46
player1016,1,30,101001010,1519.29,-755.46
player1017,1,30,101001010,1519.29,-755.46
player1018,1,30,900000002,-1298.5,2284.13
player1019,1,30,101001010,1519.29,-755.46
player1020,1,30,101001010,1519.29,-755.46
player1021,1,30,900000002,-3374.86,1000.1
player1022,1,30,900000002,-4425.4,-73.8191
player1023,1,30,101001010,1519.29,-755.46
player1024,1,30,900000002,585.737,1266.86
player1025,1,30,101001010,1519.29,-755.46
player1026,1,30,101001010,1519.29,-755.46
player1027,1,30,101001010,1519.29,-755.46
player1028,1,30,101001010,1519.29,-755.46
player1029,1,30,101001010,1519.29,-755.46
player1030,1,30,101001010,1519.29,-755.46
player1031,1,30,101001010,1519.29,-755.46
player1032,1,30,101001010,1519.29,-755.46
player1033,1,30,101001010,1519.29,-755.46
player1034,1,30,101001010,1519.29,-755.46
player1035,1,30,101001010,1519.29,-755.46
player1036,1,30,101001010,1519.29,-755.46
player1037,1,30,101001010,1519.29,-755.46
player1038,1,30,101001010,1519.29,-755.46
player1039,1,30,101001010,1519.29,-755.46
player1040,1,30,101001010,1384.17,-1027.58
player1041,2,30,101001010,1552.65,-677.004
player1042,2,30,101001010,1552.65,-677.004
player1043,2,30,101001010,1552.65,-677.004
player1044,2,30,900000002,2014.8,2804.59
player1045,2,31,101001010,728.3,-115.849
player1046,2,30,900000002,2745.3,1358.13
player1047,2,30,101001010,1552.65,-677.004
player1048,2,30,900000002,-160.299,-1766.63
player1049,2,30,101001010,1552.65,-677.004
player1050,2,30,900000002,-1535.93,3011.68
player1051,2,30,101001010,1552.65,-677.004
player1052,2,30,900000002,4686.6,-478.258
player1053,2,30,900000002,467.466,2980.06
player1054,2,30,900000002,1000.38,2866.33
player1055,2,30,101001010,1552.65,-677.004
player1056,2,30,101001010,1552.65,-677.004
player1057,2,30,101001010,1552.65,-677.004
player1058,2,30,101003010,18143.8,4506.45
player1059,2,30,101001010,1552.65,-677.004
player1060,2,30,101001010,1552.65,-677.004
player1061,2,30,900000002,3306.25,215.304
player1062,2,30,900000002,-1184.89,2797.56
player1063,2,30,101001010,1552.65,-677.004
player1064,2,30,101001010,1552.65,-677.004
player1065,2,30,900000002,-1929.36,2653.42
player1066,2,30,101001010,1552.65,-677.004
player1067,2,30,900000002,-124.178,-1778.13
player1068,2,30,101001010,1552.65,-677.004
player1069,2,30,101001010,1552.65,-677.004
player1070,2,30,900000002,-124.178,-1778.13
player1071,2,30,101001010,1552.65,-677.004
player1072,2,30,900000002,-3824.36,1344.57
player1073,2,30,101001010,1552.65,-677.004
player1074,2,30,101001010,1552.65,-677.004
player1075,2,30,900000002,561.354,4938
player1076,2,30,101001010,1552.65,-677.004
player1077,2,30,101001010,-1837.2,747.713
player1078,2,30,101001010,1552.65,-677.004
player1079,2,30,101003010,-14069.9,19607.7
player1080,2,30,101001010,1552.65,-677.004
player1081,2,30,101001010,1552.65,-677.004
player1082,2,30,900000002,-2414.55,3502.1
player1083,2,30,900000002,3399.43,741.089
player1084,2,30,900000002,-2252.68,3676.27
player1085,2,30,101001010,1552.65,-677.004
player1086,2,30,101001010,-1510.32,-3714
player1087,2,30,900000002,-124.178,-1778.13
player1088,2,30,900000002,-3689.3,1389.77
player1089,2,30,900000002,-2926.13,969.35
player1090,2,30,101001010,1552.65,-677.004
player1091,2,30,101001010,1552.65,-677.004
player1092,2,30,900000002,2661.34,2175.84
player1093,2,30,900000002,1127.57,1974.19
player1094,2,30,101001010,1551.28,-688.842
player1095,2,30,101001010,-3001.65,3300.21
player1096,2,30,101001010,150,-1280
player1097,2,30,900000002,255.562,-1812.86
player1098,2,30,101001010,1552.65,-677.004
player1099,2,30,101001010,1552.65,-677.004
player1100,2,30,900000002,52.9906,2351.97
player1101,2,30,101001010,1552.65,-677.004
player1102,2,30,900000002,-124.178,-1778.13
player1103,2,30,101001010,150,-1280
player1104,2,30,101001010,1552.65,-677.004
player1105,2,30,101001010,1552.65,-677.004
player1106,2,30,101001010,1552.65,-677.004
player1107,2,30,101001010,1552.65,-677.004
player1108,2,30,101001010,1552.65,-677.004
player1109,2,30,101001010,1552.65,-677.004
player1110,2,30,900000002,-124.178,-1778.13
player1111,2,30,101001010,1552.65,-677.004
player1112,2,30,101001010,1552.65,-677.004
player1113,2,30,101001010,1552.65,-677.004
player1114,2,30,900000002,-3352.79,2689.52
player1115,2,30,900000002,-1159.75,2802.72
player1116,2,30,900000002,-124.178,-1778.13
player1117,2,30,101001010,1552.65,-677.004
player1118,2,30,900000002,-1096.79,2532.31
player1119,2,30,101001010,1552.65,-677.004
player1120,2,30,101001010,1552.65,-677.004
player1121,2,30,101001010,1552.65,-677.004
player1122,2,30,101001010,1552.65,-677.004
player1123,2,30,101001010,1552.65,-677.004
player1124,2,30,101001010,1552.65,-677.004
player1125,2,30,101001010,1552.65,-677.004
player1126,2,30,101001010,1552.65,-677.004
player1127,2,30,101001010,1552.65,-677.004
player1128,2,30,101001010,1552.65,-677.004
player1129,2,30,101001010,1552.65,-677.004
player1130,2,30,101001010,1552.65,-677.004
player1131,2,30,101001010,1552.65,-677.004
player1132,2,30,101001010,1552.65,-677.004
player1133,2,30,101001010,1552.65,-677.004
player1134,2,30,101001010,1552.65,-677.004
player1135,2,30,101001010,1552.65,-677.004
player1136,2,30,101001010,1552.65,-677.004
player1137,2,30,101001010,1552.65,-677.004
player1138,2,30,101001010,1552.65,-677.004
player1139,2,30,900000002,-188.902,2286.05
player1140,3,30,101001010,1567.2,-657.327
player1141,3,30,101001010,1567.2,-657.327
player1142,3,30,900000002,-1719.33,2647.69
player1143,3,30,101001010,1567.2,-657.327
player1144,3,30,900000002,1626.4,932.259
player1145,3,30,101001010,1567.2,-657.327
player1146,3,30,900000002,2574.11,1251.39
player1147,3,30,101001010,1567.2,-657.327
player1148,3,30,101001010,1567.2,-657.327
player1149,3,30,101001010,1567.2,-657.327
player1150,3,30,900000002,-124.178,-1778.13
player1151,3,30,900000002,-3019.91,2147.3
player1152,3,30,101001010,1567.2,-657.327
player1153,3,30,101001010,1567.2,-657.327
player1154,3,30,101001010,1567.2,-657.327
player1155,3,30,101001010,1567.2,-657.327
player1156,3,30,900000002,987.947,3836.46
player1157,3,30,900000002,-1794.82,1713.28
player1158,3,30,900000002,2439.77,1762.57
player1159,3,30,900000002,1899.24,1805.71
player1160,3,30,900000002,-2484.02,-2205.26
player1161,3,30,101001010,1567.2,-657.327
player1162,3,30,101001010,1567.2,-657.327
player1163,3,30,101001010,1567.2,-657.327
player1164,3,30,101001010,1567.2,-657.327
player1165,3,30,101001010,1567.2,-657.327
player1166,3,30,100002010,-3312.09,-3064.56
player1167,3,30,101001010,1567.2,-657.327
player1168,3,30,101001010,1567.2,-657.327
player1169,3,30,900000002,-4320.63,-2000.14
player1170,3,30,900000002,-110.494,-4913.41
player1171,3,30,900000002,171.797,-1557.69
player1172,3,30,101001010,1567.2,-657.327
player1173,3,30,900000002,-265.721,-3543.82
player1174,3,30,900000002,-124.178,-1778.13
player1175,3,30,101001010,1567.2,-657.327
player1176,3,30,101001010,1567.2,-657.327
player1177,3,30,101001010,1567.2,-657.327
player1178,3,30,900000002,3881.3,2250.26
player1179,3,30,101001010,1567.2,-657.327
player1180,3,30,900000002,4594.51,-752.715
player1181,3,30,101001010,1567.2,-657.327
player1182,3,30,101001010,1567.2,-657.327
player1183,3,30,900000002,3755.81,53.4024
player1184,3,30,900000002,30.8018,-4819.26
player1185,3,30,101001010,963.974,-1260.34
player1186,3,30,900000002,-1729.4,2799.74
player1187,3,30,900000002,-3137.76,1988.09
player1188,3,30,900000002,-335.555,4074.16
player1189,3,30,101001010,1567.2,-657.327
player1190,3,30,900000002,-274.906,-1376.92
player1191,3,30,101001010,1567.2,-657.327
player1192,3,30,101001010,1567.2,-657.327
player1193,3,30,101001010,-3516.13,-2759.75
player1194,3,30,900000002,1424.73,1812.98
player1195,3,30,900000002,-124.178,-1778.13
player1196,3,30,900000002,249.247,2965.69
player1197,3,30,101001010,1567.2,-657.327
player1198,3,30,101001010,1567.2,-657.327
player1199,3,30,101001010,1567.2,-657.327
player1200,3,30,101001010,1567.2,-657.327
player1201,3,30,101001010,1567.2,-657.327
player1202,3,30,900000002,-1572.71,2594.66
player1203,3,30,101001010,1567.2,-657.327
player1204,3,30,101001010,1567.2,-657.327
player1205,3,30,900000002,-249.531,55.0832
player1206,3,30,101001010,1567.2,-657.327
player1207,3,30,900000002,-1140.09,-1376.95
player1208,3,30,101001010,1567.2,-657.327
player1209,3,30,101001010,1567.2,-657.327
player1210,3,30,900000002,3634.71,1832.83
player1211,3,30,101001010,1567.2,-657.327
player1212,3,30,101001010,1567.2,-657.327
player1213,3,30,900000002,803.977,2316.71
player1214,3,30,900000002,-1271.54,1504.75
player1215,3,30,101001010,1567.2,-657.327
player1216,3,30,101001010,1567.2,-657.327
player1217,3,30,101001010,1567.2,-657.327
player1218,3,30,101001010,1567.2,-657.327
player1219,3,30,900000002,-4010.91,3378.09
player1220,3,30,101001010,1567.2,-657.327
player1221,3,30,900000002,-1144.32,1712.14
player1222,3,30,101001010,1567.2,-657.327
player1223,3,30,101001010,1567.2,-657.327
player1224,3,30,101001010,1567.2,-657.327
player1225,3,30,101001010,1567.2,-657.327
player1226,3,30,101001010,1567.2,-657.327
player1227,3,30,101001010,1567.2,-657.327
player1228,3,30,101001010,1567.2,-657.327
player1229,3,30,101001010,1567.2,-657.327
player1230,3,30,101001010,1567.2,-657.327
player1231,3,30,101001010,1567.2,-657.327
player1232,3,30,101001010,1567.2,-657.327
player1233,3,30,101001010,1567.2,-657.327
player1234,3,30,101001010,1567.2,-657.327
player1235,3,30,101001010,1567.2,-657.327
player1236,3,30,101001010,1567.2,-657.327
player1237,3,30,101001010,1567.2,-657.327
player1238,3,30,101001010,1567.2,-657.327
player1239,1,3,100002010,1776.43,-2742.56
player1240,1,1,100004010,4841,17174
player1241,2,1,100004010,4841,17174
player1242,5,1,100004010,4841,17174
player1243,5,1,100004010,4841,17174
player1244,5,2,100004020,6836.21,-3255.34
player1245,4,50,100004010,3491.34,16844
player1246,4,3,100002010,1065.11,-1769.29
player1247,1,1,100004010,4841,17174
player1248,1,30,100004010,2133.07,17014
player1249,4,1,100004010,4841,17174
player1250,1,1,100004010,6089.58,17967.9
player1251,3,1,100004010,4841,17174
player1252,3,3,100002010,4242.19,-3872.92
player1253,2,1,100004010,14820,15759
player1254,1,40,100004010,12887.9,15849.7
player1255,3,1,100004010,12352.2,16510.8
player1256,3,1,100004010,1538,17734
player1257,1,2,100004020,6298.41,2048.14
player1258,1,3,100002010,-11072.4,-8599.35
player1259,1,44,103003030,16709.6,-661.536
player1260,3,1,100004010,17240,13190
player1261,2,1,100004010,1538,17734
player1262,1,10,101003010,2744.43,13582.7
player1263,3,1,100004010,14820,15759
player1264,4,2,100004020,-531.748,-107.336
player1265,2,1,100004010,2276.94,16921.1
player1266,5,1,100004010,1867.61,17462.2
player1267,5,1,100004010,1378.18,17562.1
player1268,1,130,101005010,109.606,2277.37
player1269,2,3,100002010,4316,-3954
player1270,3,5,100002020,-2872.56,-10453
player1271,3,11,101003010,-2050,16830
player1272,3,4,100002012,3722.55,-2175
player1273,2,4,100002010,4266.33,-2263.32
player1274,1,1,100004010,4841,17174
player1275,1,26,101003010,7869.11,-7815.38
player1276,1,1,101003010,-8090.53,-7465.26
player1277,2,1,101003010,-2416.81,-8533.84
player1278,3,41,103003010,7268.31,-2097.96
player1279,2,1,100004010,4841,17174
player1280,2,39,102004040,4459.03,10991.3
player1281,1,40,900000002,-171.968,2879.43
player1282,2,1,100004010,4841,17174
player1283,3,1,100004010,12250,-453
player1284,2,1,100004010,10128,17595
player1285,5,22,101004010,-10601.9,-5423.7
player1286,1,1,100004010,5648.73,17844.8
player1287,5,3,101003010,-6418.81,20357.1
player1288,2,20,101001010,1414.77,-4058.81
player1289,3,1,100004010,17699.1,12400.7
player1290,3,30,10011,185,18395
player1291,5,12,101003010,-16802.5,-3817.13
player1292,1,1,100004010,3044.01,15500.8
player1293,1,3,100002010,622.246,-3041.28
player1294,4,8,101003010,18799.3,18650.6
player1295,1,3,100002010,-2287,-1707
player1296,2,14,101003010,1610.24,-6720.04
player1297,2,1,100004010,1538,17734
player1298,2,12,101003010,-17085.4,-4338.91
player1299,3,14,101005010,8007.66,-2547.89
player1300,1,1,100004010,3630.66,16727
player1301,2,30,101003010,-7778.77,-5289.75
player1302,2,1,100004010,1538,17734
player1303,1,1,100004010,1538,17734
player1304,3,1,100004010,1538,17734
player1305,5,1,100004010,2189.06,18051.7
player1306,4,1,100004010,12352.2,16510.8
player1307,3,1,100004010,4841,17174
player1308,2,24,101004010,-21008.1,2407.38
player1309,4,1,100004010,14820,15759
player1310,1,1,100004010,4841,17174
player1311,1,1,100004010,4841,17174
player1312,1,1,100004010,11722,16741
player1313,2,31,101004030,21125.7,-2433.49
player1314,2,37,200022031,1903.23,-607.382
player1315,1,20,101003010,-9653.3,3858.76
player1316,1,1,100004010,14820,15759
player1317,1,4,100002010,6890.36,-10755.9
